session_id,scenario_name,allocation_type,fund_a,fund_b,actual_return_a,actual_return_b,new_trial_num
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.000209998950008376,0.12269802582007,49
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,77,23,0.000209998950008376,0.12269802582007,49
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.000209998950008376,0.12269802582007,49
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.000209998950008376,0.0766151331454713,50
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,23,77,0.000209998950008376,0.0766151331454713,50
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.000209998950008376,0.0766151331454713,50
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0,0.0627748160059536,51
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,39,61,0,0.0627748160059536,51
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0,0.0627748160059536,51
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.000209998950008376,0.0998978462022681,52
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,16,84,0.000209998950008376,0.0998978462022681,52
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.000209998950008376,0.0998978462022681,52
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.000629996850025127,-0.0744013566348211,53
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,57,43,0.000629996850025127,-0.0744013566348211,53
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.000629996850025127,-0.0744013566348211,53
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.000629996850025127,0.0719508859806005,54
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,77,23,0.000629996850025127,0.0719508859806005,54
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.000629996850025127,0.0719508859806005,54
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.00042999785001715,0.0833589671870382,55
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,78,22,0.00042999785001715,0.0833589671870382,55
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.00042999785001715,0.0833589671870382,55
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0.000189999050007578,0.05675016521368,56
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,47,53,0.000189999050007578,0.05675016521368,56
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0.000189999050007578,0.05675016521368,56
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0,-0.0537274422626048,57
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,66,34,0,-0.0537274422626048,57
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0,-0.0537274422626048,57
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0,-0.00596564389553056,58
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,86,14,0,-0.00596564389553056,58
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0,-0.00596564389553056,58
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0,0.0549485075964036,59
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,53,47,0,0.0549485075964036,59
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0,0.0549485075964036,59
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,50,50,0,0.0687532829449801,60
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,33,67,0,0.0687532829449801,60
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,50,50,0,0.0687532829449801,60
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,20,80,0.00042999785001715,0.142966945461492,61
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,19,81,0.00042999785001715,0.142966945461492,61
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,20,80,0.00042999785001715,0.142966945461492,61
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,initial,80,20,0,0.0635322318153564,62
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,ai,24,76,0,0.0635322318153564,62
0a23b02d-7b80-4df5-a1a0-e8fbc0276d6e,short-term_unbalanced,final,10,90,0,0.0635322318153564,62
